-86
-86.9;-87.0;-86.8;-87.1;-87.1;-87.0;-87.2;-87.2;-86.9;-86.9;-87.0;-86.9;-87.2;-87.0;-86.9;-86.5;-87.0;-87.0;-86.8;-86.8;-86.8;-87.0;-87.0;-86.6;-87.2;-86.7;-86.6;-87.2;-86.7;-86.9;-86.9;-86.8;-86.4;-86.7;-86.4;-86.7;-86.5;-86.7;-86.6;-86.9;-87.0;-87.0;-86.8;-86.8;-86.6;-86.8;-87.1;-86.7;-86.9;-86.9;-86.7;-86.9;-86.6;-86.7;-86.7;-86.5;-86.9;-86.7;-87.0;-86.8;-86.6;-87.1;-86.6;-86.9;-86.6;-86.5;-86.7;-87.1;-86.8;-86.5;-86.7;-86.8;-86.2;-87.0;-86.4;-86.8;-86.8;-86.4;-86.4;-86.9;-86.7;-87.1;-86.9;-86.5;-86.7;-86.5;-87.1;-86.8;-86.8;-86.8;-86.9;-86.9;-86.8;-86.5;-86.6;-86.6;-86.9;-86.7;-86.9;-86.5;-86.7;-86.8;-86.9;-86.2;-86.9;-86.9;-84.4;-86.0;-87.1;-86.1;-86.5;-86.8;-86.5;-86.6;-81.7;-85.2;-84.7;-80.8;-76.1;-82.9;-84.3;-85.3;-86.7;-86.1;-85.5;-85.9;-86.7;-86.9;-86.7;-86.0;-86.1;-86.7;-87.0;-86.9;-86.8;-86.8;-86.9;-86.9;-87.2;-86.5;-86.9;-86.9;-86.9;-86.9;-86.4;-86.7;-87.1;-86.4;-86.8;-86.7;-86.7;-86.6;-86.6;-86.9;-86.7;-86.9;-86.6;-84.0;-86.7;-86.4;-84.1;-87.0;-86.9;-86.2;-86.6;-86.9;-86.5;-86.7;-86.8;-86.6;-87.0;-86.7;-86.7;-86.9;-86.6;-86.6;-86.9;-87.0;-86.7;-87.1;-86.9;-86.9;-87.0;-86.1;-86.8;-86.4;-86.4;-86.8;-86.8;-86.9;-86.7;-87.0;-86.8;-87.1;-86.5;-87.0;-86.1;-87.0;-87.1;-85.8;
-86.9;-87.0;-86.9;-87.1;-87.1;-86.8;-86.9;-87.3;-87.0;-86.5;-86.7;-86.8;-86.8;-87.0;-87.3;-87.2;-87.2;-87.1;-87.3;-86.8;-87.1;-87.2;-87.4;-86.4;-87.0;-86.8;-87.1;-87.3;-87.0;-87.3;-86.8;-86.9;-86.9;-87.1;-87.0;-87.0;-86.9;-87.0;-87.0;-86.9;-86.8;-87.1;-86.7;-86.8;-86.6;-86.9;-87.2;-87.1;-87.0;-87.0;-86.8;-87.1;-86.7;-86.6;-86.9;-87.2;-86.9;-87.3;-86.9;-86.8;-86.9;-86.8;-86.6;-87.1;-86.6;-86.6;-86.6;-86.8;-86.6;-86.4;-86.7;-86.8;-87.0;-86.9;-86.8;-86.8;-87.1;-86.8;-86.6;-87.0;-86.9;-86.7;-86.9;-87.1;-87.1;-87.0;-86.9;-87.2;-86.7;-87.0;-87.1;-87.2;-86.9;-87.2;-86.9;-87.1;-87.0;-86.9;-87.3;-86.9;-86.9;-87.0;-87.2;-87.1;-87.1;-86.8;-87.1;-87.3;-87.0;-86.5;-86.8;-86.7;-84.0;-85.3;-86.5;-83.8;-80.0;-74.5;-82.7;-84.2;-85.5;-83.8;-84.9;-85.5;-86.5;-86.4;-86.5;-87.0;-87.3;-86.6;-86.9;-87.0;-86.9;-86.6;-86.9;-87.0;-86.9;-87.0;-87.2;-86.5;-86.9;-86.9;-87.1;-87.0;-87.0;-87.0;-86.9;-87.1;-87.2;-87.1;-86.8;-87.2;-87.0;-87.3;-86.8;-86.9;-86.8;-87.2;-87.1;-87.0;-87.1;-86.8;-86.4;-86.5;-86.6;-87.0;-87.2;-87.1;-87.1;-87.1;-87.3;-87.2;-87.1;-87.0;-86.9;-86.9;-86.9;-86.9;-87.2;-86.9;-87.1;-86.8;-86.7;-86.7;-86.5;-86.8;-86.8;-87.2;-86.9;-86.7;-86.3;-87.0;-86.9;-86.9;-87.2;-86.9;-87.3;-87.2;-87.0;-87.2;
-87.0;-86.6;-86.6;-87.2;-87.3;-86.6;-86.8;-86.8;-87.0;-86.8;-86.6;-86.9;-87.1;-86.6;-86.7;-86.9;-87.1;-86.8;-86.7;-86.7;-86.7;-86.4;-87.0;-86.9;-86.7;-86.7;-86.4;-87.1;-86.9;-86.9;-86.8;-86.6;-86.6;-86.7;-86.6;-86.7;-86.3;-87.0;-86.7;-86.6;-87.1;-86.5;-87.3;-87.4;-87.1;-87.0;-87.0;-86.3;-87.4;-87.2;-86.6;-86.9;-87.2;-86.1;-87.0;-86.7;-86.7;-87.4;-86.3;-86.8;-86.0;-86.7;-86.6;-86.5;-86.7;-86.8;-87.2;-87.0;-86.4;-87.0;-87.1;-85.4;-86.8;-86.5;-85.1;-85.5;-85.8;-87.1;-87.3;-86.5;-86.3;-87.4;-86.4;-86.4;-86.4;-85.8;-86.6;-86.8;-86.7;-87.0;-86.8;-86.8;-87.1;-86.1;-87.0;-86.8;-86.7;-86.8;-86.7;-86.8;-87.4;-87.3;-86.9;-87.0;-87.0;-85.8;-87.2;-86.9;-86.3;-86.8;-86.6;-86.5;-86.4;-85.2;-84.9;-84.0;-81.5;-84.3;-77.7;-78.8;-80.5;-84.0;-79.6;-85.5;-86.1;-86.1;-86.9;-86.2;-87.1;-86.1;-86.5;-87.1;-87.0;-86.7;-85.5;-87.3;-87.0;-85.8;-86.5;-86.7;-87.3;-87.1;-87.0;-85.7;-86.7;-87.3;-85.8;-87.2;-85.4;-85.9;-87.2;-87.1;-86.9;-86.8;-86.8;-86.8;-86.8;-85.0;-85.3;-86.6;-85.1;-86.6;-87.4;-85.9;-85.7;-87.0;-85.6;-86.3;-87.3;-86.1;-86.4;-87.1;-85.4;-87.1;-84.9;-87.1;-86.2;-86.7;-85.6;-87.3;-86.6;-85.0;-87.3;-86.6;-86.8;-87.2;-86.2;-86.9;-86.6;-86.5;-87.1;-87.1;-87.0;-85.5;-86.7;-86.8;-85.4;-86.9;-85.6;-87.2;
-86.9;-87.1;-87.1;-87.0;-87.0;-87.0;-87.2;-87.1;-87.2;-87.2;-87.3;-87.4;-87.1;-87.1;-86.6;-86.8;-86.7;-87.0;-87.1;-87.2;-87.3;-87.1;-86.8;-87.2;-87.3;-87.4;-87.5;-87.3;-87.3;-87.2;-87.2;-87.3;-87.1;-87.2;-87.2;-87.1;-87.0;-86.9;-87.2;-86.8;-87.6;-87.1;-87.4;-87.0;-87.2;-87.1;-87.4;-87.3;-87.3;-87.2;-87.4;-87.2;-87.1;-87.3;-87.2;-86.8;-87.3;-87.3;-87.2;-87.4;-87.1;-87.3;-86.9;-86.9;-86.8;-87.2;-87.1;-87.0;-87.3;-87.0;-86.6;-86.6;-86.6;-86.2;-86.6;-86.6;-87.1;-87.0;-87.2;-86.4;-86.8;-87.3;-87.3;-87.1;-87.3;-86.6;-86.7;-87.1;-87.1;-87.2;-86.9;-87.2;-87.3;-86.9;-87.0;-86.8;-86.9;-87.0;-86.9;-87.2;-86.8;-87.1;-86.8;-87.1;-86.9;-86.9;-87.2;-87.1;-86.9;-87.1;-87.0;-83.2;-86.3;-85.5;-84.1;-81.0;-82.7;-77.7;-80.3;-86.9;-85.3;-85.8;-84.0;-85.6;-85.4;-86.3;-87.2;-86.8;-86.6;-86.3;-86.6;-86.6;-87.0;-87.1;-87.3;-87.3;-86.8;-87.1;-86.9;-87.4;-87.0;-87.2;-87.1;-87.1;-87.2;-87.2;-87.3;-87.3;-86.6;-87.3;-87.1;-87.1;-87.1;-86.9;-87.3;-86.9;-87.1;-87.1;-87.4;-86.7;-87.1;-87.2;-86.7;-86.9;-87.4;-86.6;-87.3;-87.0;-86.5;-86.8;-87.3;-86.9;-87.0;-87.0;-87.1;-87.3;-87.3;-87.0;-87.1;-87.0;-87.4;-87.0;-87.1;-87.2;-87.2;-86.8;-86.9;-86.9;-86.9;-86.8;-86.8;-87.1;-87.1;-87.2;-87.3;-87.2;-87.3;-87.3;-87.0;-86.6;
-87.1;-87.1;-87.4;-86.7;-87.3;-86.8;-86.9;-87.2;-87.2;-86.9;-87.0;-87.2;-87.4;-86.8;-87.2;-87.1;-87.1;-86.9;-87.2;-87.0;-87.0;-87.0;-87.1;-87.5;-86.9;-87.2;-87.3;-86.9;-87.2;-87.1;-87.2;-87.1;-87.6;-87.1;-86.9;-86.7;-86.8;-87.0;-87.0;-87.1;-87.3;-86.9;-87.2;-87.0;-86.9;-86.8;-87.2;-87.6;-87.3;-87.2;-86.6;-87.2;-87.1;-87.0;-87.3;-87.1;-87.3;-86.9;-87.3;-87.1;-86.9;-87.1;-87.1;-87.0;-87.3;-86.9;-86.9;-86.9;-87.0;-87.1;-87.2;-87.0;-87.2;-87.0;-87.2;-86.8;-87.2;-87.3;-87.4;-86.7;-87.2;-87.2;-87.2;-87.0;-87.1;-86.9;-86.9;-87.4;-87.2;-87.0;-87.0;-86.9;-87.3;-86.9;-87.3;-87.1;-87.0;-87.4;-87.2;-87.0;-86.6;-86.7;-86.9;-86.7;-87.3;-87.0;-87.1;-87.0;-87.2;-86.5;-87.2;-86.0;-86.6;-79.8;-72.2;-79.7;-82.8;-83.6;-82.4;-83.8;-84.3;-84.9;-84.9;-87.3;-86.3;-86.9;-86.5;-86.7;-87.0;-87.2;-87.2;-87.0;-87.0;-87.0;-87.3;-87.4;-87.4;-86.9;-87.2;-87.1;-87.3;-87.1;-87.3;-87.2;-87.3;-87.3;-87.0;-87.1;-86.9;-87.2;-87.1;-87.2;-87.1;-87.2;-87.1;-87.2;-87.1;-87.1;-86.5;-87.0;-86.5;-87.1;-86.8;-87.0;-86.7;-87.4;-87.1;-87.0;-87.1;-86.7;-86.9;-87.5;-87.1;-87.2;-87.3;-87.1;-87.1;-87.4;-87.5;-86.8;-87.1;-87.5;-87.0;-87.3;-87.2;-87.3;-87.1;-87.1;-87.1;-87.4;-87.1;-87.3;-87.4;-86.7;-87.3;-87.2;-86.9;-87.3;-87.3;-87.0;
-87.2;-87.1;-87.2;-87.0;-86.8;-86.8;-87.0;-87.2;-87.2;-87.3;-87.1;-86.9;-87.2;-87.3;-87.2;-87.2;-86.9;-87.3;-86.9;-86.5;-86.6;-86.8;-87.2;-87.4;-86.9;-87.5;-86.9;-87.3;-86.9;-87.3;-87.0;-87.3;-87.1;-87.3;-87.4;-87.2;-87.2;-87.3;-87.0;-87.0;-87.1;-87.2;-87.2;-87.6;-87.5;-87.3;-87.0;-87.1;-87.1;-87.1;-87.0;-87.0;-87.2;-87.2;-87.0;-87.2;-87.3;-87.0;-87.2;-87.3;-87.0;-87.1;-86.9;-87.2;-87.0;-87.1;-87.1;-87.2;-87.2;-86.9;-87.1;-87.1;-87.1;-87.2;-86.6;-86.9;-86.9;-86.5;-86.2;-86.5;-86.9;-87.4;-87.3;-87.5;-87.0;-87.1;-86.9;-87.5;-87.0;-87.1;-87.0;-87.0;-87.0;-87.2;-87.1;-87.0;-87.1;-87.1;-87.3;-87.0;-86.9;-86.9;-87.2;-87.1;-86.8;-87.0;-87.0;-87.0;-87.1;-86.8;-86.8;-85.5;-86.6;-85.4;-84.7;-82.2;-80.2;-82.1;-82.4;-83.1;-86.3;-84.2;-85.0;-84.6;-87.1;-86.1;-87.0;-87.2;-87.4;-87.0;-87.2;-87.2;-87.0;-87.0;-87.0;-86.7;-86.8;-87.1;-87.1;-87.1;-87.1;-87.3;-87.1;-87.1;-86.8;-87.4;-87.2;-86.8;-86.8;-87.2;-87.0;-87.1;-87.0;-86.6;-86.7;-86.5;-87.2;-86.8;-87.0;-86.6;-86.8;-86.6;-86.9;-87.1;-86.9;-86.2;-87.1;-86.7;-86.9;-87.2;-87.1;-87.1;-87.3;-87.0;-87.3;-87.3;-87.2;-86.9;-87.0;-87.3;-87.3;-87.2;-87.2;-86.9;-87.2;-87.2;-87.1;-87.3;-87.3;-87.1;-87.1;-87.1;-86.9;-86.8;-86.5;-86.7;-87.0;-87.1;-87.0;-86.9;
-87.2;-87.2;-87.0;-87.2;-87.1;-87.1;-87.2;-86.9;-87.2;-87.0;-87.5;-87.3;-87.1;-87.2;-87.3;-87.3;-87.0;-87.0;-87.3;-87.3;-87.3;-87.1;-87.4;-87.3;-87.0;-87.3;-87.4;-86.9;-87.2;-87.2;-87.5;-87.3;-87.2;-87.1;-87.1;-87.2;-87.3;-87.3;-87.3;-87.2;-87.1;-87.3;-87.2;-87.2;-87.3;-87.0;-86.8;-87.0;-86.9;-86.8;-87.0;-87.3;-87.1;-87.0;-87.4;-87.2;-87.4;-87.2;-87.2;-87.0;-87.3;-87.0;-87.3;-87.1;-87.2;-86.9;-87.3;-87.3;-87.1;-87.0;-87.0;-86.6;-87.0;-87.2;-86.7;-87.0;-87.2;-87.3;-87.3;-87.1;-87.0;-86.8;-87.1;-87.3;-87.3;-87.0;-87.2;-87.2;-87.3;-87.1;-87.1;-87.0;-87.0;-86.9;-87.2;-86.9;-87.1;-87.1;-87.1;-87.1;-87.1;-87.2;-87.4;-87.3;-86.9;-86.9;-86.3;-86.3;-86.8;-87.1;-86.9;-86.9;-86.7;-86.8;-84.9;-83.5;-86.4;-80.8;-85.3;-85.6;-83.4;-85.9;-86.9;-86.3;-85.2;-86.8;-87.0;-87.4;-87.2;-87.2;-87.4;-87.1;-87.3;-86.8;-87.2;-87.1;-87.3;-87.3;-87.2;-87.0;-86.8;-86.7;-87.1;-87.3;-87.0;-86.5;-87.3;-87.2;-87.4;-87.2;-87.2;-87.2;-87.1;-87.2;-86.6;-86.4;-86.7;-86.8;-86.8;-85.9;-87.0;-87.0;-87.0;-86.5;-86.4;-86.7;-86.7;-85.8;-87.3;-86.5;-87.0;-87.0;-87.2;-86.5;-87.2;-86.9;-87.4;-87.1;-86.9;-87.3;-86.8;-87.2;-86.7;-87.4;-87.2;-87.0;-87.2;-87.0;-87.1;-86.5;-87.2;-86.9;-86.9;-87.1;-86.8;-87.1;-87.1;-87.1;-86.7;-87.3;
-87.2;-87.4;-87.1;-86.9;-87.0;-87.3;-87.3;-87.1;-87.2;-87.1;-87.3;-87.2;-86.9;-86.9;-87.3;-87.0;-86.9;-87.3;-87.2;-87.2;-87.3;-86.9;-87.0;-86.9;-86.9;-86.8;-87.0;-87.4;-87.0;-87.1;-87.2;-86.9;-87.1;-87.4;-87.4;-87.3;-87.2;-87.2;-87.4;-87.2;-87.2;-87.1;-87.0;-87.4;-87.2;-87.3;-87.2;-87.1;-87.1;-87.0;-86.7;-87.4;-87.0;-87.0;-86.6;-87.1;-87.3;-86.9;-86.9;-87.3;-87.0;-87.1;-87.1;-87.4;-87.0;-87.1;-87.2;-87.2;-87.0;-87.2;-86.7;-87.1;-86.9;-87.2;-87.0;-87.3;-87.3;-87.0;-86.6;-87.0;-86.4;-86.9;-86.5;-86.6;-86.8;-86.7;-87.3;-87.5;-87.5;-87.2;-87.3;-87.3;-86.9;-87.1;-87.4;-87.0;-87.4;-87.1;-87.3;-87.3;-87.1;-87.0;-87.1;-87.4;-87.1;-86.7;-87.6;-87.2;-87.2;-86.5;-86.8;-86.5;-87.0;-84.5;-86.3;-86.3;-82.4;-79.9;-82.6;-83.3;-80.3;-86.1;-84.8;-86.4;-87.0;-86.1;-87.1;-87.0;-87.3;-87.2;-87.0;-87.6;-87.1;-87.1;-87.4;-86.9;-87.1;-86.8;-86.7;-86.8;-86.8;-87.0;-87.3;-87.2;-86.9;-87.2;-87.5;-87.2;-87.3;-87.2;-87.0;-87.0;-87.4;-87.1;-87.1;-86.7;-87.1;-87.1;-86.9;-87.2;-86.7;-87.2;-87.2;-86.8;-87.1;-87.2;-87.1;-87.1;-87.1;-86.7;-86.9;-87.4;-87.3;-87.0;-87.0;-87.2;-87.2;-87.1;-86.7;-87.3;-87.2;-87.0;-87.0;-87.3;-87.0;-87.2;-87.1;-87.1;-87.2;-86.8;-87.1;-87.1;-87.2;-86.9;-87.3;-87.2;-86.8;-86.8;-86.7;-87.2;
-86.3;-86.8;-86.9;-86.7;-87.2;-87.3;-87.2;-87.3;-87.2;-87.2;-87.4;-87.3;-87.1;-87.0;-87.3;-87.1;-87.5;-87.3;-87.2;-87.2;-87.4;-87.4;-87.4;-87.1;-87.1;-87.4;-87.1;-87.1;-87.1;-87.2;-87.0;-87.3;-87.3;-87.3;-87.1;-87.3;-87.0;-87.2;-87.3;-87.4;-87.1;-87.2;-87.1;-87.3;-87.0;-87.2;-87.3;-87.3;-87.1;-87.2;-87.2;-87.6;-87.2;-86.9;-87.1;-86.8;-87.0;-86.4;-86.7;-87.3;-87.2;-87.3;-87.2;-86.9;-87.3;-87.2;-87.3;-86.9;-87.2;-87.0;-87.2;-86.6;-87.0;-87.0;-87.3;-86.8;-87.1;-87.3;-87.4;-87.1;-87.4;-86.8;-87.0;-87.1;-87.2;-87.0;-87.3;-87.3;-87.3;-87.2;-87.1;-87.5;-87.1;-87.3;-87.1;-87.1;-87.1;-87.2;-87.2;-87.1;-87.2;-87.5;-86.9;-86.8;-87.2;-87.5;-87.2;-87.2;-86.6;-87.2;-86.9;-86.2;-84.8;-81.8;-81.9;-82.1;-77.4;-82.8;-79.0;-83.1;-86.2;-86.0;-86.9;-86.6;-87.1;-87.3;-87.1;-86.3;-87.1;-87.4;-87.0;-87.2;-87.2;-87.4;-87.2;-87.2;-87.1;-87.1;-87.3;-87.4;-87.4;-87.3;-87.2;-87.1;-87.3;-87.3;-87.6;-87.2;-87.3;-86.9;-87.1;-87.2;-87.4;-87.2;-86.8;-87.2;-86.7;-87.1;-87.2;-87.2;-86.9;-87.2;-86.8;-87.2;-87.1;-87.4;-87.2;-87.5;-87.3;-87.5;-87.3;-87.0;-86.7;-86.9;-86.6;-87.1;-87.2;-87.1;-87.1;-86.9;-87.4;-87.3;-87.5;-87.3;-87.3;-87.5;-87.1;-87.2;-87.0;-87.4;-87.4;-87.2;-87.1;-87.2;-87.3;-87.3;-87.2;-87.2;-87.0;-87.4;
-87.3;-87.2;-87.2;-87.3;-87.3;-87.2;-87.4;-87.5;-87.3;-87.0;-87.3;-87.6;-87.1;-87.3;-87.0;-87.0;-87.1;-87.1;-87.4;-87.4;-87.2;-87.7;-87.7;-87.2;-87.4;-87.3;-87.1;-86.8;-87.0;-87.0;-86.6;-87.4;-87.4;-86.9;-87.1;-87.1;-87.4;-87.4;-87.5;-87.6;-87.1;-87.2;-87.5;-87.2;-87.6;-87.2;-86.9;-87.3;-87.3;-87.1;-87.0;-87.3;-87.2;-87.5;-87.1;-87.3;-86.9;-87.2;-87.2;-87.4;-87.6;-87.2;-87.1;-87.0;-87.3;-87.3;-87.1;-87.2;-87.2;-87.1;-87.0;-87.3;-87.5;-87.3;-87.1;-87.4;-87.0;-87.3;-87.3;-87.4;-86.9;-87.1;-87.6;-87.4;-86.8;-87.0;-86.9;-86.7;-87.0;-87.3;-87.3;-87.4;-87.4;-87.2;-87.3;-87.4;-87.4;-87.4;-87.3;-87.5;-87.2;-86.9;-87.2;-87.3;-87.2;-87.0;-87.6;-87.3;-86.9;-86.9;-87.2;-86.3;-86.3;-86.4;-86.0;-82.5;-85.7;-83.6;-80.1;-81.5;-86.0;-83.0;-86.7;-86.4;-86.5;-86.9;-87.4;-87.3;-87.2;-87.3;-87.0;-87.5;-87.2;-87.1;-87.1;-87.1;-87.1;-87.3;-87.2;-87.6;-87.1;-87.4;-87.2;-86.9;-87.1;-86.8;-87.1;-87.3;-87.3;-87.5;-87.3;-87.3;-87.3;-87.1;-86.9;-86.6;-87.1;-87.1;-87.3;-87.3;-87.0;-87.0;-87.4;-87.2;-87.2;-86.9;-87.7;-87.2;-87.0;-87.2;-87.3;-87.6;-87.5;-87.6;-87.3;-87.4;-87.5;-87.4;-87.1;-87.6;-87.5;-87.3;-87.4;-87.4;-87.4;-87.2;-87.0;-87.4;-87.2;-87.3;-87.2;-87.1;-87.4;-87.0;-87.3;-87.3;-87.0;-87.1;-87.5;-87.4;
